mois,produit,quantite_totale,valeur_totale,prix_moyen_pondere
2019-06,coca canette,1.0,0.0,0.0
2019-06,coca1/2 litre,1.0,0.0,0.0
2019-06,eau minéral,2.0,0.0,0.0
2019-06,excelence,1.0,0.0,0.0
2019-06,isis,1.0,0.0,0.0
2019-06,jus negaous,1.0,0.0,0.0
2019-06,les petits sachets en papier,1.0,0.0,0.0
2019-06,ognion,30.0,0.0,0.0
2019-06,sachets plastiques de 5kg,1.0,0.0,0.0
2019-06,tadjine,1.0,0.0,0.0
2019-07,amina baghrir,1.0,0.0,0.0
2019-07,chifons,2.0,0.0,0.0
2019-07,goblets,100.0,0.0,0.0
2019-07,pile,1.0,0.0,0.0
2019-07,puce djezzy,1.0,0.0,0.0
2019-07,vachette,1.0,0.0,0.0
2019-10,aliminium,1.0,0.0,0.0
2019-10,bassines,2.0,0.0,0.0
2019-10,goblets,150.0,0.0,0.0
2019-10,sac poubelle +sachets de congelation,4.0,0.0,0.0
2019-10,tansport,1.0,0.0,0.0
2020-01,alumium,1.0,0.0,0.0
2020-01,amina baghrire,1.0,0.0,0.0
2020-01,arachides efilé,500.0,0.0,0.0
2020-01,barquettes,6.0,0.0,0.0
2020-01,blanc de poulet,1.0,0.0,0.0
2020-01,boite de mekiret,2.0,0.0,0.0
2020-01,boites 08/06,1.0,0.0,0.0
2020-01,boites 08/07,3.0,0.0,0.0
2020-01,boites 36/07,4.0,0.0,0.0
2020-01,boites 36/10,5.0,0.0,0.0
2020-01,boites 48/10,3.0,0.0,0.0
2020-01,"boites48/10,36/10,36/07",3.0,0.0,0.0
2020-01,briquets,2.0,0.0,0.0
2020-01,cachir,2.0,0.0,0.0
2020-01,coca cola,1.0,0.0,0.0
2020-01,coca cola cannette,1.0,0.0,0.0
2020-01,confiture,36.0,0.0,0.0
2020-01,connexion,1.0,0.0,0.0
2020-01,courgette navet carrote poivre,5.0,0.0,0.0
2020-01,cuisses de poulet,9.0,0.0,0.0
2020-01,deyoul,23.0,0.0,0.0
2020-01,décapant,7.0,0.0,0.0
2020-01,détergeants pour le ménage de demain,7.0,0.0,0.0
2020-01,détergents,5.0,0.0,0.0
2020-01,facebook,1.0,0.0,0.0
2020-01,fetour,26.0,0.0,0.0
2020-01,flexy connexion,1.0,0.0,0.0
2020-01,goblets,2.0,0.0,0.0
2020-01,goblets de sorbet,1.0,0.0,0.0
2020-01,herbes,46.0,0.0,0.0
2020-01,herebes,8.0,0.0,0.0
2020-01,isis,1.0,0.0,0.0
2020-01,isis en poudre,1.0,0.0,0.0
2020-01,javel 5 litres,1.0,0.0,0.0
2020-01,lait,2.0,0.0,0.0
2020-01,lait candia,1.0,0.0,0.0
2020-01,les boites,5.0,0.0,0.0
2020-01,les ingrédients des quiches,5.0,0.0,0.0
2020-01,les quissetes,9.0,0.0,0.0
2020-01,les quissetes +dentelle,5.0,0.0,0.0
2020-01,légumes + herbes + poichiche,10.0,0.0,0.0
2020-01,madina,4.0,0.0,0.0
2020-01,morceaux de viandes,3.0,0.0,0.0
2020-01,"nacré, quissettes",3.0,0.0,0.0
2020-01,optella,2.0,0.0,0.0
2020-01,papier absorbat,3.0,0.0,0.0
2020-01,papier aluminium,1.0,0.0,0.0
2020-01,plateau oeufs,2.0,0.0,0.0
2020-01,poids chiche,1.0,0.0,0.0
2020-01,poulet,1.0,0.0,0.0
2020-01,poulet 2 cuisse +blanc,3.0,0.0,0.0
2020-01,ralonge,1.0,0.0,0.0
2020-01,rouiba,1.0,0.0,0.0
2020-01,sachet en papier,1.0,0.0,0.0
2020-01,sachets de congélation,3.0,0.0,0.0
2020-01,sachets en papier 23,1.0,0.0,0.0
2020-01,sachets en papier moyen,1.0,0.0,0.0
2020-01,sachets transparent,2.0,0.0,0.0
2020-01,sacs poubelle +pelle+lave sol,3.0,0.0,0.0
2020-01,sandwiches,6.0,0.0,0.0
2020-01,sel,1.0,0.0,0.0
2020-01,semoule baraka fine,34.0,0.0,0.0
2020-01,semoule fine mama,4.0,0.0,0.0
2020-01,semoule moyenne sim,5.0,0.0,0.0
2020-01,serpière+pala,2.0,0.0,0.0
2020-01,serviètte,5.0,0.0,0.0
2020-01,storm,3.0,0.0,0.0
2020-01,storme,1.0,0.0,0.0
2020-01,sucre glace,10.0,0.0,0.0
2020-01,taxi transport personel,1.0,0.0,0.0
2020-01,transport,16.0,0.0,0.0
2020-01,transport yassir,8.0,0.0,0.0
2020-01,transport zehor,2.0,0.0,0.0
2020-01,yaourt,32.0,0.0,0.0
2020-01,épices,2.0,0.0,0.0
2020-03,huile fridor 10 litres,26.0,0.0,0.0
2020-03,isis,1.0,0.0,0.0
2020-03,jus,4.0,0.0,0.0
2020-03,orange jus,1.0,0.0,0.0
2020-03,orange mangue jus,1.0,0.0,0.0
2020-03,papier alumiuim,1.0,0.0,0.0
2020-03,transport,4.0,0.0,0.0
2020-05,7alewe torek oeufs miel,111.0,0.0,0.0
2020-05,bicarbonate,1.0,0.0,0.0
2020-05,caocao efilet,500.0,0.0,0.0
2020-05,chaherazed pistach 800g,1.0,0.0,0.0
2020-05,citron,2.0,0.0,0.0
2020-05,dentelle,1.0,0.0,0.0
2020-05,deyoul,10.0,0.0,0.0
2020-05,deyoul elaila,2.0,0.0,0.0
2020-05,détergents,6.0,0.0,0.0
2020-05,fardeaux d'eau,5.0,0.0,0.0
2020-05,flexy,1.0,0.0,0.0
2020-05,fromage,1.0,0.0,0.0
2020-05,gateaux souad,438.0,0.0,0.0
2020-05,gaz,1.0,0.0,0.0
2020-05,herbes,26.0,0.0,0.0
2020-05,herebes,4.0,0.0,0.0
2020-05,isis,1.0,0.0,0.0
2020-05,khoubezet tounes,110.0,0.0,0.0
2020-05,la pate,1.0,0.0,0.0
2020-05,lait,1.0,0.0,0.0
2020-05,les quisettes,5.0,0.0,0.0
2020-05,les quissetes,6.0,0.0,0.0
2020-05,les quissetes 12,3.0,0.0,0.0
2020-05,les quissetes pr samsa,2.0,0.0,0.0
2020-05,levure chimiques,5.0,0.0,0.0
2020-05,liquisette,3.0,0.0,0.0
2020-05,maa ezehar,3.0,0.0,0.0
2020-05,maa zehar,9.0,0.0,0.0
2020-05,oeufs,30.0,0.0,0.0
2020-05,papier serviettes,200.0,0.0,0.0
2020-05,pinture,1.0,0.0,0.0
2020-05,plateau oeuf,1.0,0.0,0.0
2020-05,rass tabouna,1.0,0.0,0.0
2020-05,rombouressement,1.0,0.0,0.0
2020-05,scotch,1.0,0.0,0.0
2020-05,serpiere sanibon serviettes ben papier,3.0,0.0,0.0
2020-05,serpilleire,2.0,0.0,0.0
2020-05,storme ooredoo,1.0,0.0,0.0
2020-05,tabouna,1.0,0.0,0.0
2020-05,transport,5.0,0.0,0.0
2020-06,boite de thon,2.0,0.0,0.0
2020-06,bouteilles de charbet,400.0,0.0,0.0
2020-06,coca cola cannette,2.0,0.0,0.0
2020-06,dakin,1.0,0.0,0.0
2020-06,déteregents,10.0,0.0,0.0
2020-06,eau de javel +isis,2.0,0.0,0.0
2020-06,gel désinféctant,2.0,0.0,0.0
2020-06,goblets sorbet,2.0,0.0,0.0
2020-06,herbes,35.0,0.0,0.0
2020-06,huile 5 litres,10.0,0.0,0.0
2020-06,huile fridor 10 litres,8.0,0.0,0.0
2020-06,isis + eau de javel,2.0,0.0,0.0
2020-06,les bavettes,5.0,0.0,0.0
2020-06,les quissetes,3.0,0.0,0.0
2020-06,levure de bièrre,22.0,0.0,0.0
2020-06,maa zehar,12.0,0.0,0.0
2020-06,plats,5.0,0.0,0.0
2020-06,sac poubelle,5.0,0.0,0.0
2020-06,semoule moyenne amour,2.0,0.0,0.0
2020-06,transport,8.0,0.0,0.0
2020-06,transport frégidaire,1.0,0.0,0.0
2020-06,transport personnel,4.0,0.0,0.0
2020-07,alumette,2.0,0.0,0.0
2020-07,barquettes pour les plats,10.0,0.0,0.0
2020-07,barre bereber,1.0,0.0,0.0
2020-07,boites,5.0,0.0,0.0
2020-07,coca cannette,2.0,0.0,0.0
2020-07,cuisse poulet,1.0,0.0,0.0
2020-07,curdent,2.0,0.0,0.0
2020-07,détergents,8.0,0.0,0.0
2020-07,eau grand,10.0,0.0,0.0
2020-07,fleurial 250g,1.0,0.0,0.0
2020-07,flexy modeme,1.0,0.0,0.0
2020-07,gateau palmaru,1.0,0.0,0.0
2020-07,gofferette bimo vanille,1.0,0.0,0.0
2020-07,gâteaux souad,294.0,0.0,0.0
2020-07,herbes,6.0,0.0,0.0
2020-07,huile 5 litres,10.0,0.0,0.0
2020-07,isis,1.0,0.0,0.0
2020-07,jus ifruit,2.0,0.0,0.0
2020-07,lait candia + teste,2.0,0.0,0.0
2020-07,lave sol amir,1.0,0.0,0.0
2020-07,limonade slim,4.0,0.0,0.0
2020-07,liquissetes,2.0,0.0,0.0
2020-07,"louche, poche a douille, kessekass",3.0,0.0,0.0
2020-07,légumes +herbes,10.0,0.0,0.0
2020-07,miel 5kg,1.0,0.0,0.0
2020-07,moul cilicon,1.0,0.0,0.0
2020-07,ouef,10.0,0.0,0.0
2020-07,ouefs,15.0,0.0,0.0
2020-07,sachets de congélation,51.0,0.0,0.0
2020-07,serpière + chifon microfibres,2.0,0.0,0.0
2020-07,test et eau de javel+thon,3.0,0.0,0.0
2020-07,transport,5.0,0.0,0.0
2020-07,transport semoule,1.0,0.0,0.0
2020-07,vinegre,1.0,0.0,0.0
2020-08,boissons eau g et s chwepes coca mozaia ngawess,6.0,0.0,0.0
2020-08,huile fridor de 10 litres,10.0,0.0,0.0
2020-08,insecticid ( cafards),1.0,0.0,0.0
2020-08,kossber maadenouss na3ena3,8.0,0.0,0.0
2020-08,légumes,4.0,0.0,0.0
2020-08,papier aluminium,1.0,0.0,0.0
2020-08,papier roulou,1.0,0.0,0.0
2020-08,poulet morceau,1.0,0.0,0.0
2020-08,rechta,20.0,0.0,0.0
2020-08,"réparation frigo ""thermosta""",1.0,0.0,0.0
2020-08,transport,6.0,0.0,0.0
2020-08,transport de la cuisinère,1.0,0.0,0.0
2021-01,"5 faredaux mama, 6 sachets bousmail 25kg, boite rayeb , barquette alum, transport",56111.0,18000.0,0.3207927144410187
2021-01,7alal,1.0,300.0,300.0
2021-01,"7alewet turk,chocolat blanc,pistache,cawcaw",5.0,1400.0,280.0
2021-01,7alwet turk,1.0,200.0,200.0
2021-01,9erfa,1.0,250.0,250.0
2021-01,achoir,1.0,2500.0,2500.0
2021-01,ail,3.0,900.0,300.0
2021-01,"ail, 9erfa, hamissa",3.0,1000.0,333.3333333333333
2021-01,aluminium,5.0,5500.0,1100.0
2021-01,amandes éfilet cawcaw éfilet optella,3.0,1500.0,500.0
2021-01,amor ben amor 25kg moyenne,2.0,2520.0,1260.0
2021-01,arome amande,1.0,100.0,100.0
2021-01,assiette coeur,5.0,900.0,180.0
2021-01,baghrir,935.0,73700.0,78.82352941176471
2021-01,balance,1.0,650.0,650.0
2021-01,barquette 125,2.0,2800.0,1400.0
2021-01,barquette 150,1.0,1550.0,1550.0
2021-01,barquette aluminium 1185,100.0,2450.0,24.5
2021-01,barquette en aluminium,1.0,70.0,70.0
2021-01,barquettes 1185,4.0,160.0,40.0
2021-01,barquettes1065,100.0,2300.0,23.0
2021-01,batonet esquimeau,2.0,300.0,150.0
2021-01,beniwen,40.0,0.0,0.0
2021-01,bessel,4.0,44300.0,11075.0
2021-01,beurre,2.0,600.0,300.0
2021-01,beurre 250g,1.0,500.0,500.0
2021-01,billel transport,1.0,1000.0,1000.0
2021-01,blanc de poulet,1.0,3650.0,3650.0
2021-01,"boissons: coca canette, coca, rouiba,ifruit, hamoud, eau",12.0,4950.0,412.5
2021-01,boite,1.0,550.0,550.0
2021-01,boite 3a9ach,4.0,400.0,100.0
2021-01,boite a manger,1.0,200.0,200.0
2021-01,boite chocolatte,1.0,250.0,250.0
2021-01,boite de temina carée,2.0,640.0,320.0
2021-01,boite de temina ronde,2.0,600.0,300.0
2021-01,boite de thon,1.0,900.0,900.0
2021-01,boite en plastique 22 litres,2.0,1200.0,600.0
2021-01,boite pv rictongulaire,10.0,600.0,60.0
2021-01,boite pvc,2.0,700.0,350.0
2021-01,boite raib 100/fardeau,0.5,450.0,900.0
2021-01,boite rondes 113,20.0,1200.0,60.0
2021-01,boite sayage carée,11.0,660.0,60.0
2021-01,boite sayga ppour les dattes,20.0,700.0,35.0
2021-01,boites 08/06,2.0,1740.0,870.0
2021-01,boites 08/07,1.0,7410.0,7410.0
2021-01,boites 08/07/,2.0,2500.0,1250.0
2021-01,boites 1185,3.0,120.0,40.0
2021-01,boites 12/07,5.0,6930.0,1386.0
2021-01,boites 12/08,2.0,2600.0,1300.0
2021-01,boites 36/07,83.0,20380.0,245.5421686746988
2021-01,boites 36/10,6.0,18760.0,3126.6666666666665
2021-01,boites 48/10,4.0,16110.0,4027.5
2021-01,boites aluminium,10.0,400.0,40.0
2021-01,boites blanches,50.0,600.0,12.0
2021-01,boites de makrout,1.0,700.0,700.0
2021-01,boites en plastique 22 litres,3.0,1800.0,600.0
2021-01,boites mekiret,10.0,200.0,20.0
2021-01,boites opaques pour salés et gateaux,6.0,3000.0,500.0
2021-01,boites plateaux,6.0,1020.0,170.0
2021-01,boites pour olives,4.0,1000.0,250.0
2021-01,bouteilles + transport,200.0,4000.0,20.0
2021-01,briquet,1.0,100.0,100.0
2021-01,candia,2.0,105.0,52.5
2021-01,cartes visite,1000.0,7000.0,7.0
2021-01,casrol,1.0,1300.0,1300.0
2021-01,chaise,1.0,400.0,400.0
2021-01,chaises,3.0,1200.0,400.0
2021-01,chiffon,1.0,200.0,200.0
2021-01,chocolat a tartiner boudjedir 9kg,1.0,3250.0,3250.0
2021-01,chocolat callbo,2.0,800.0,400.0
2021-01,chocolat wedjedane au lait 250g 16/carton,14.0,2190.0,156.42857142857142
2021-01,chocolat wedjedane blanc 250g 16/cartonk7,13.0,1885.0,145.0
2021-01,chocolat wedjedane noir 250g 16/carton,8.0,1160.0,145.0
2021-01,chocolat wedjedane noisette 250g 16/carton,11.0,2200.0,200.0
2021-01,chocolat widjedane 250g,13.0,2140.0,164.6153846153846
2021-01,chocolat à tartiner lea 10kg,1.0,4000.0,4000.0
2021-01,cisoux,1.0,150.0,150.0
2021-01,citron,1.0,210.0,210.0
2021-01,clois,3.0,150.0,50.0
2021-01,coca bouteille,1.0,510.0,510.0
2021-01,coca canette 33ml,1.0,1450.0,1450.0
2021-01,colorant bleu,1.0,150.0,150.0
2021-01,colorant chocolat,2.0,900.0,450.0
2021-01,colorant jaune chocolat,1.0,450.0,450.0
2021-01,colorants,5.0,750.0,150.0
2021-01,confiture,8.0,5792.0,724.0
2021-01,confiture abricot telloise 1kg 12/ carton,8.0,1280.0,160.0
2021-01,confiture telloise 1 kg,24.0,3888.0,162.0
2021-01,coriandre et menth,2.0,40.0,20.0
2021-01,coupe pate,2.0,100.0,50.0
2021-01,"courgette , carotte ,navet,poivre , tomate",22211.0,600.0,0.027013641889154023
2021-01,"courgette, navets, tomate, carrots",4.0,300.0,75.0
2021-01,couscous,1.0,290.0,290.0
2021-01,couscouss moyen amor ben amor 1kg,5.0,925.0,185.0
2021-01,cousscouss ameur ben amor,12.0,1980.0,165.0
2021-01,cousscouss ameur ben amor 1kg,10.0,1800.0,180.0
2021-01,crème fraiche,8.0,1275.0,159.375
2021-01,crème fraiche empiente,3.0,825.0,275.0
2021-01,crème liquide,4.0,700.0,175.0
2021-01,crème liquide dhahir,4.0,960.0,240.0
2021-01,cuisses,44.0,5820.0,132.27272727272728
2021-01,cuisses de poulet,100.0,13080.0,130.8
2021-01,cuisses+blanc,6.0,850.0,141.66666666666666
2021-01,curdents,2.0,200.0,100.0
2021-01,dentelle,6.0,360.0,60.0
2021-01,dentelle 4.5,3.0,300.0,100.0
2021-01,dentelle 5.5,3.0,360.0,120.0
2021-01,deyoul,1475.0,90040.0,61.04406779661017
2021-01,deyoul grand taille,20.0,2000.0,100.0
2021-01,djeldjelane,3.0,1510.0,503.3333333333333
2021-01,djerara,2.0,400.0,200.0
2021-01,double clés,2.0,200.0,100.0
2021-01,décapants,13.0,1560.0,120.0
2021-01,décoration,3.0,250.0,83.33333333333333
2021-01,détergents,15.0,2500.0,166.66666666666666
2021-01,eau,3.0,560.0,186.66666666666666
2021-01,eau 1.5 litre,10.0,1600.0,160.0
2021-01,"eau ariaf 0,5 litres 12/fardeau",7.0,1190.0,170.0
2021-01,"eau lala khedidja 1,5 itres 6/ fardeau",5.0,850.0,170.0
2021-01,"eau ovital 1,5 litres 6/ fardeau",5.0,800.0,160.0
2021-01,emporte pièce,4.0,380.0,95.0
2021-01,emportes pièces pour cheba7 sofera,7.0,350.0,50.0
2021-01,epinards,5.0,150.0,30.0
2021-01,esprit de sel,2.0,240.0,120.0
2021-01,extrait de l'eau d'oranger,1.0,1000.0,1000.0
2021-01,farine maria t45 1kg,5.0,250.0,50.0
2021-01,farine maria t45 superieur 1kg,130.0,6500.0,50.0
2021-01,farine maria t55 1kg,51.0,2295.0,45.0
2021-01,farine sim 1kg,33.0,8700.0,263.6363636363636
2021-01,fleurial 250g,5.0,425.0,85.0
2021-01,flexy internet,2.0,3000.0,1500.0
2021-01,flexy internet+ ooredoo,2.0,2500.0,1250.0
2021-01,force express,2.0,640.0,320.0
2021-01,fridor 5 litres,40.0,23200.0,580.0
2021-01,fromage,2.0,1300.0,650.0
2021-01,fromage blan djezzy 1.8kg,1.0,790.0,790.0
2021-01,fromage blanc bèrbrre,2.0,1480.0,740.0
2021-01,fromage blanc cheezy 1.8kg,1.0,790.0,790.0
2021-01,fromage blanc la barre cheezy 1.8kg,5.0,3930.0,786.0
2021-01,fromage blnac,1.0,400.0,400.0
2021-01,fromage cheezy,24.0,3075.0,128.125
2021-01,fromage cheezy slices 10/07 paquets/4 boites / carton,3.0,2430.0,810.0
2021-01,fromage djezzy slices boite de 7 paquets de 10 slices,1.0,910.0,910.0
2021-01,fromage fondu,1.0,200.0,200.0
2021-01,fromage sandwiche,9.0,5980.0,664.4444444444445
2021-01,fromage sandwiche bidon de 2.5kg,2.0,1360.0,680.0
2021-01,fromage slices,4.0,420.0,105.0
2021-01,fromage spécial pizza,5.0,4270.0,854.0
2021-01,fromage à tartiner,1.0,400.0,400.0
2021-01,gant,1.0,160.0,160.0
2021-01,gaz,3.0,550.0,183.33333333333334
2021-01,gherss,24.0,17750.0,739.5833333333334
2021-01,ghersse,3.0,480.0,160.0
2021-01,goblet,1.0,925.0,925.0
2021-01,hamissa,2.0,300.0,150.0
2021-01,hamoud,1.0,380.0,380.0
2021-01,hamoud 33 cl,3.0,1170.0,390.0
2021-01,harrissa,13.0,4812.0,370.15384615384613
2021-01,harrissa sim 1kg 12kg/carton,18.0,3150.0,175.0
2021-01,hebes,10.0,200.0,20.0
2021-01,herbes,65.0,1800.0,27.692307692307693
2021-01,herbes+orange,5.0,300.0,60.0
2021-01,herebes,10.0,300.0,30.0
2021-01,huile 2 litres,4.0,1000.0,250.0
2021-01,huile elio 5 litres,29.0,62920.0,2169.655172413793
2021-01,huile frdor 10litres,13.0,14950.0,1150.0
2021-01,huile fridor 10litres,10.0,11000.0,1100.0
2021-01,huile fridor de 10 litres,15.0,16500.0,1100.0
2021-01,ifruit 33ml,3.0,1440.0,480.0
2021-01,isis,3.0,550.0,183.33333333333334
2021-01,isis 5litres,2.0,800.0,400.0
2021-01,isis savon liquide,4.0,880.0,220.0
2021-01,javel,1.0,170.0,170.0
2021-01,javel et lave sol moussant,4.0,600.0,150.0
2021-01,javel moussant,1.0,120.0,120.0
2021-01,ka3ek nakach,1474.0,73700.0,50.0
2021-01,ka3ek nakach 21/31/04/06,368.0,18400.0,50.0
2021-01,ka3ek nakach vide,12.0,360.0,30.0
2021-01,kalb elouz,1.0,2000.0,2000.0
2021-01,ketayef,50.0,2500.0,50.0
2021-01,lahcen poubelle,2.0,600.0,300.0
2021-01,lahcen poubelle + semoule,2.0,700.0,350.0
2021-01,lahecen poubelle,1.0,500.0,500.0
2021-01,lait,1.0,100.0,100.0
2021-01,lave sol,1.0,150.0,150.0
2021-01,lavette,3.0,90.0,30.0
2021-01,lavette carée,4.0,80.0,20.0
2021-01,les boites transparetns,10.0,200.0,20.0
2021-01,les gants,10.0,1700.0,170.0
2021-01,les girlandes,3.0,2700.0,900.0
2021-01,les herbes,15.0,400.0,26.666666666666668
2021-01,les quissetes,4.0,650.0,162.5
2021-01,"les quissetes, arome ....",4.0,700.0,175.0
2021-01,levure de bière,8.0,7695.0,961.875
2021-01,levure nouara,1.0,890.0,890.0
2021-01,livraison,1.0,1000.0,1000.0
2021-01,livraison salés et gateaux le 08et 09,4.0,800.0,200.0
2021-01,livraison salés et gateaux le 11et 12,4.0,800.0,200.0
2021-01,légumes,20.0,7180.0,359.0
2021-01,légumes et herbes,6.0,300.0,50.0
2021-01,maa zehar,8.0,1650.0,206.25
2021-01,maa zehar 1 litres,19.0,950.0,50.0
2021-01,maiis,3.0,930.0,310.0
2021-01,maiis 3kg,1.0,880.0,880.0
2021-01,maiis princesse 800g/boite,15.0,4500.0,300.0
2021-01,mais,1.0,150.0,150.0
2021-01,margarine fleurial 250g,5.0,400.0,80.0
2021-01,margarine fleurial 250g*40/carton,38.0,2900.0,76.3157894736842
2021-01,margarine fleurial 500g,12.0,1860.0,155.0
2021-01,margarine fleurial de 250g,45.0,5400.0,120.0
2021-01,margarine mani,31.0,12702.0,409.741935483871
2021-01,mayonaise,10.0,1600.0,160.0
2021-01,mayonaise sidna 1kg,9.0,1080.0,120.0
2021-01,mehadjeb pub,10.0,1000.0,100.0
2021-01,messassek,2.0,400.0,200.0
2021-01,morceaux de viande,11.0,4100.0,372.72727272727275
2021-01,morceaux viande,2.0,750.0,375.0
2021-01,moule silicon,2.0,1400.0,700.0
2021-01,moules des quiches,22.0,1000.0,45.45454545454545
2021-01,moules pyramide,2.0,800.0,400.0
2021-01,moules silicon,2.0,440.0,220.0
2021-01,mouss menchar,1.0,200.0,200.0
2021-01,nadhaff,3.0,360.0,120.0
2021-01,nappage,2.0,240.0,120.0
2021-01,navet+courgette,4.0,80.0,20.0
2021-01,nouara,1.0,450.0,450.0
2021-01,nutella,1.0,800.0,800.0
2021-01,oeuf,20.0,7710.0,385.5
2021-01,oeufs,20.0,11710.0,585.5
2021-01,olive efilet,1.0,200.0,200.0
2021-01,olive efilét,1.0,100.0,100.0
2021-01,olive noir,2.0,300.0,150.0
2021-01,olive noir et dénoyautés,2.0,200.0,100.0
2021-01,olive éfilet,1.0,1900.0,1900.0
2021-01,omo,1.0,200.0,200.0
2021-01,papaier torchan,1.0,100.0,100.0
2021-01,papier absorbant,2.0,440.0,220.0
2021-01,papier alumium +papier torchan,2.0,1650.0,825.0
2021-01,pate d'arome citron,4.0,3250.0,812.5
2021-01,pate feuilletée,501.0,320.0,0.6387225548902196
2021-01,peche conserve,1.0,420.0,420.0
2021-01,perlles,2.0,400.0,200.0
2021-01,persil,1.0,20.0,20.0
2021-01,persil thym et épinard,5.0,150.0,30.0
2021-01,persil+coriandre,10.0,200.0,20.0
2021-01,"persil, coriandre, thym",6.0,490.0,81.66666666666667
2021-01,pille,2.0,400.0,200.0
2021-01,pinco silicon++pinso n3,2.0,270.0,135.0
2021-01,pipsi,3.0,1140.0,380.0
2021-01,plars pizza,3.0,600.0,200.0
2021-01,plateau,2.0,200.0,100.0
2021-01,plateau 60/40,1.0,600.0,600.0
2021-01,plateau baklawa,1.0,150.0,150.0
2021-01,plateau pour metelou3,1.0,400.0,400.0
2021-01,plats en,4.0,1000.0,250.0
2021-01,plats en argile,2.0,800.0,400.0
2021-01,poivre,5.0,1950.0,390.0
2021-01,"poivre noir, ginjambre, 9arefa 3oud",3.0,600.0,200.0
2021-01,poivre+tomte fraiche,2.0,250.0,125.0
2021-01,poulet haché,500.0,71650.0,143.3
2021-01,poulet haché +cuisses,3.0,900.0,300.0
2021-01,quissetes,1.0,40.0,40.0
2021-01,quissetes n10,1.0,1670.0,1670.0
2021-01,rechta,23.0,86500.0,3760.8695652173915
2021-01,rose pate à sucre,4.0,600.0,150.0
2021-01,rouiba 33 cl,3.0,430.0,143.33333333333334
2021-01,sac 25,1.0,1650.0,1650.0
2021-01,sac croissant 18,2.0,1100.0,550.0
2021-01,sac croissant 23,3.0,2200.0,733.3333333333334
2021-01,sac croissant 24,1.0,1400.0,1400.0
2021-01,sac à pain,12.0,600.0,50.0
2021-01,sachets,2.0,100.0,50.0
2021-01,sachets 24,1.0,0.0,0.0
2021-01,sachets messemen,1.0,100.0,100.0
2021-01,sachets transparents,3.0,1350.0,450.0
2021-01,sacs 06,1.0,350.0,350.0
2021-01,sacs croissants num 18,2.0,960.0,480.0
2021-01,sacs de pain transparent,2.0,2000.0,1000.0
2021-01,salade,11.0,760.0,69.0909090909091
2021-01,sanibon,1.0,150.0,150.0
2021-01,sauce tomate,1.0,100.0,100.0
2021-01,savon liquide,1.0,150.0,150.0
2021-01,sele9,7.0,190.0,27.142857142857142
2021-01,semen madina 1.8kg,4.0,6520.0,1630.0
2021-01,semoul moula 25kg,5.0,5500.0,1100.0
2021-01,semoule baraka 10kg,8.0,5550.0,693.75
2021-01,semoule baraka 25kg,1.0,1450.0,1450.0
2021-01,semoule baraka 5kg,1.0,370.0,370.0
2021-01,semoule bousmail 25kg,4.0,5000.0,1250.0
2021-01,semoule fine 25kg,5.0,7000.0,1400.0
2021-01,semoule fine 25kg safina,5.0,7000.0,1400.0
2021-01,semoule fine boussbia 25kg,15.0,19950.0,1330.0
2021-01,semoule fine mama 2kg,6.0,26340.0,4390.0
2021-01,semoule fine safina 25kg,5.0,7000.0,1400.0
2021-01,semoule fine sim 10kg,6.0,2880.0,480.0
2021-01,semoule fine sim 25kg,5.0,5250.0,1050.0
2021-01,semoule mama fine 2kg,10.0,18480.0,1848.0
2021-01,semoule moula 10kg,10.0,4800.0,480.0
2021-01,semoule moyenne 10kg,2.0,860.0,430.0
2021-01,semoule moyenne sim 10kg,10.0,4100.0,410.0
2021-01,semoule moyenne sim 2kg*6/fardeau,12.0,1740.0,145.0
2021-01,semoule sim fine 25kg,1.0,1000.0,1000.0
2021-01,semoule sim moyenne 2kg,3.0,3495.0,1165.0
2021-01,serpière,5.0,330.0,66.0
2021-01,storm,2.0,2000.0,1000.0
2021-01,storm + flexy internet,2.0,2500.0,1250.0
2021-01,storm connexion,2.0,3000.0,1500.0
2021-01,storm magasin,2.0,2000.0,1000.0
2021-01,tabouna,1.0,3200.0,3200.0
2021-01,tadjine,2.0,6000.0,3000.0
2021-01,tansport,1.0,500.0,500.0
2021-01,teliteli,2.0,380.0,190.0
2021-01,teliteli 500g le paquet,14.0,1120.0,80.0
2021-01,tenidjera,1.0,2500.0,2500.0
2021-01,thon,2.0,600.0,300.0
2021-01,thon 1.8kg,3.0,4350.0,1450.0
2021-01,"thon isabel 1,8kg",2.0,3400.0,1700.0
2021-01,thon viva 1kg 12/carton,13.0,10010.0,770.0
2021-01,thym,3.0,105.0,35.0
2021-01,tiges,2.0,880.0,440.0
2021-01,tofia,1.0,1100.0,1100.0
2021-01,tomate,4.0,1260.0,315.0
2021-01,tomate conserve,7.0,6490.0,927.1428571428571
2021-01,tomate conserve 1kg,7.0,1295.0,185.0
2021-01,tomates fraiche,5.0,500.0,100.0
2021-01,ton 1kg,5.0,3750.0,750.0
2021-01,tranport,1.0,500.0,500.0
2021-01,transport,11.0,5500.0,500.0
2021-01,transport bilel,2.0,1000.0,500.0
2021-01,transport marchandise,24.0,11800.0,491.6666666666667
2021-01,transport marchandises,4.0,3500.0,875.0
2021-01,transport ordures,1.0,500.0,500.0
2021-01,transport semmar,2.0,3200.0,1600.0
2021-01,transport semoule,1.0,3000.0,3000.0
2021-01,transport semoule billel,1.0,1200.0,1200.0
